id,hour,lat,lon,mag,depth,nsta,label
04805,22,32.6843,130.7317,3.6,13.8,20,1
04808,18,32.6717,130.7213,3.9,14.3,20,1
04812,19,32.6690,130.7692,3.1,7.6,20,1
04815,06,32.7395,130.6038,3.8,10.9,20,1
04816,02,32.5840,130.6730,3.4,10.3,20,1
04817,03,32.6247,130.6675,3.9,11.5,20,1
04818,05,32.7322,130.7952,3.2,7.5,20,1
04821,23,36.4157,140.9440,4.1,61.7,33,1
04824,14,25.4498,122.5095,6.2,235.9,19,1
04825,02,32.9295,131.0655,2.9,6.8,20,1
04827,16,32.9952,131.1927,3.6,7.3,20,1
04828,18,35.4252,140.3075,3.7,29.4,20,1
04829,22,35.4292,140.3093,3.5,30.2,34,1
04832,12,41.8628,143.3620,4.3,19.1,30,1
04835,13,32.6185,130.6828,3.6,6.9,20,1
04837,02,32.5278,130.5872,3.6,6.8,20,1
04838,03,36.5463,139.4193,3.5,5.7,20,1
04839,22,32.4498,130.6790,3.1,7.4,20,1
04841,08,36.3848,140.7602,4.2,25.2,40,1
04842,06,32.6897,130.8093,3.3,6.7,20,1
04847,07,36.9898,142.4020,5.9,19.2,40,1
04848,13,37.5678,138.1062,4.6,26.4,34,1
04852,08,36.8227,137.8457,4.6,0.0,20,1
04853,14,32.9640,131.1185,3.5,9.6,20,1
04854,14,33.5408,131.8017,4.4,76.5,39,1
04864,20,33.0525,131.1107,3.8,11.0,20,1
04866,09,37.1668,141.4058,4.3,47.9,40,1
04867,17,32.3648,130.5533,3.9,5.2,20,1
04868,09,41.9280,141.0057,2.9,8.4,35,1
04869,17,41.9262,141.0055,2.6,8.5,37,1
04870,19,32.5957,130.6708,3.6,11.2,20,1
04871,00,32.4505,130.6773,2.9,7.0,20,1
04872,03,42.3237,139.2497,4.1,21.8,40,1
04874,11,32.5787,130.7177,3.6,7.4,20,1
04875,13,41.4937,142.0495,4.5,65.9,39,1
04877,08,39.3378,142.0705,4.8,48.5,40,1
04878,22,36.4708,140.6565,3.5,17.9,40,1
04883,17,35.0667,133.0402,3.2,6.1,20,1
04886,09,32.3640,130.6005,3.5,6.1,20,1
04887,04,32.7130,130.6833,3.2,13.2,20,1
04888,03,37.5162,141.4373,4.4,49.4,40,1
04889,13,33.4868,131.9135,4.3,70.7,40,1
04892,00,40.3675,143.6868,6.2,12.0,37,1
04897,11,32.7895,130.6433,3.7,11.9,20,1
04901,18,42.4943,142.6810,4.7,110.3,40,1
04904,23,36.6875,140.4907,4.3,95.5,40,1
04905,12,28.3053,129.4785,4.2,31.9,27,1
04907,20,35.7982,129.2717,5.8,36.0,37,1
04908,14,32.8647,130.9227,3.3,9.3,20,1
04910,19,35.9370,139.8107,4.9,77.4,40,1
04911,23,32.7710,130.7397,3.4,10.0,20,1
04912,16,35.6160,141.0673,4.7,17.4,36,1
04916,20,35.3715,134.7372,3.0,7.0,20,1
04917,11,41.8325,142.2062,4.8,71.9,40,1
04919,10,35.4063,133.8312,3.9,12.8,20,1
04922,17,41.9222,142.4380,4.5,67.4,40,1
04923,08,41.9407,140.9752,3.2,9.9,37,1
04924,03,26.7380,127.5335,4.3,62.6,11,1
04927,04,42.3257,143.0423,5.0,49.9,40,1
04928,15,32.7010,130.6478,3.6,11.3,20,1
04932,14,35.4217,133.8425,3.6,9.2,14,1
04933,14,35.4192,133.8412,3.7,10.1,20,1
04935,14,35.4247,133.8318,3.5,7.4,20,1
04938,14,35.4187,133.8402,3.3,7.5,20,1
04942,14,35.4405,133.8333,3.7,7.8,20,1
04943,14,35.4098,133.8445,4.2,10.4,20,1
04944,15,35.3627,133.8727,4.3,9.8,20,1
04945,15,35.4293,133.8403,3.5,6.5,20,1
04948,17,35.4007,133.8365,3.3,5.5,20,1
04953,22,35.4192,133.8272,3.9,10.1,20,1
04955,03,35.4093,133.8447,2.7,5.6,20,1
04957,02,35.4328,133.8220,2.9,7.2,20,1
04958,20,35.3855,133.8825,3.8,8.5,20,1
04959,20,35.3828,133.8922,3.5,7.7,20,1
04961,21,35.4305,133.8252,3.2,7.4,20,1
04962,07,35.4362,133.9295,3.0,8.3,20,1
04963,12,35.4355,133.9105,3.4,8.4,20,1
04966,14,40.0193,140.4677,4.2,6.5,18,1
04967,20,33.6700,131.0078,3.6,8.3,20,1
04968,17,35.4177,133.8207,3.8,10.5,20,1
04969,01,35.9007,140.8625,4.6,42.6,40,1
04971,15,43.1403,146.1788,4.3,49.7,40,1
04975,06,37.2433,141.3777,5.7,22.4,34,1
04976,06,37.2537,141.5343,5.0,32.5,40,1
04977,08,37.2045,141.4717,4.8,30.7,39,1
04980,20,32.7392,130.6807,3.6,12.5,20,1
04984,06,32.8295,130.8143,3.6,7.9,20,1
04985,14,37.1808,141.5008,4.9,29.4,39,1
04986,20,37.1965,141.5285,4.6,35.9,40,1
04987,11,32.5680,130.7233,3.7,8.7,20,1
04989,01,32.5245,130.6232,2.9,2.8,20,1
04992,20,29.2357,129.1400,3.2,10.7,23,1
04994,13,40.1173,142.4545,4.8,34.0,40,1
04997,11,37.3475,141.6352,4.5,33.8,37,1
04998,02,36.7282,141.8532,5.1,39.7,40,1
05001,04,35.9995,139.9253,4.2,40.9,39,1
05003,20,35.4150,133.8372,3.5,13.5,20,1
05006,13,36.8788,140.9853,4.3,54.9,40,1
05009,12,35.7340,140.6137,4.9,49.8,35,1
05012,05,33.9243,133.7315,3.9,45.0,32,1
05013,22,39.7610,140.7635,5.0,151.3,38,1
05014,03,27.9963,130.2665,4.3,34.3,27,1
05015,20,36.7077,140.6335,4.4,5.6,20,1
